P1 Energy Deposited,1.0975366339067082e-05,8.749789764092584e-05,0.0005461527784890374,3.167178995576818e-05,0.0001855967896352506,1.6768329152917625e-05,1.6478847642277644e-05,0.0,0.0,1.0975366339067082e-05,1.3113729061250713e-05,0.0005448681838761407,7.111106634503811e-05,3.969406025943626e-05,1.4517179149948052e-05,1.652397491678804e-05,0.00045064939204963897,1.728298620140613e-07
P2 Energy Deposited,0.0,0.9147603692546025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.390176691472021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Not Deposited,120.75788902463367,455.51567228706745,455.5188538472215,455.5193683282101,455.51921440321036,3097.6469832316707,3690.6839835211526,0.0,0.0,120.75788902463367,120.74825970038133,455.51885513181617,455.51932888893367,3097.6469603059395,3678.6989854828207,3678.698983476025,3678.698549350608,26514.51999982717
Total Energy,120.7579,456.43052015421966,455.5194,455.5194,455.5194,3097.647,3690.684,0.0,0.0,120.7579,123.1384495055824,455.5194,455.5194,3097.647,3678.699,3678.699,3678.699,26514.52
Initial Energy,120.7579,455.5194,455.5194,455.5194,455.5194,3097.647,3690.684,0.0,0.0,120.7579,120.7579,455.5194,455.5194,3097.647,3678.699,3678.699,3678.699,26514.52
Energy Conservation,0.0,-0.9111201542196454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.380549505582394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
